cveID,vendorProject,product,cwes,CWE_Name,dateAdded,dueDate,attack_vector,CWE_Likelihood,attack_complexity,cvss_score,severity,knownRansomwareCampaignUse,likelihood_prob,complexity_prob,ransomware_probability,risk_category
CVE-2017-6742,Cisco,IOS and IOS XE Software,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2023-04-19,2023-05-10,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2019-8526,Apple,macOS,CWE-416,Use After Free,2023-04-17,2023-05-08,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2023-2033,Google,Chromium V8,CWE-843,Access of Resource Using Incompatible Type ('Type Confusion'),2023-04-17,2023-05-08,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2023-20963,Android,Framework,CWE-295,Improper Certificate Validation,2023-04-13,2023-05-04,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2023-29492,Novi Survey,Novi Survey,CWE-94,Improper Control of Generation of Code ('Code Injection'),2023-04-13,2023-05-04,NETWORK,Medium,LOW,9.8,CRITICAL,Unknown,0.6,0.9,0.72,High
CVE-2023-28252,Microsoft,Windows,CWE-122,Heap-based Buffer Overflow,2023-04-11,2023-05-02,LOCAL,High,LOW,7.8,HIGH,Known,0.9,0.9,0.9,High
CVE-2023-28205,Apple,Multiple Products,CWE-416,Use After Free,2023-04-10,2023-05-01,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2023-28206,Apple,"iOS, iPadOS, and macOS",CWE-787,Out-of-bounds Write,2023-04-10,2023-05-01,LOCAL,High,LOW,8.6,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-27876,Veritas,Backup Exec Agent,CWE-287,Improper Authentication,2023-04-07,2023-04-28,NETWORK,High,LOW,8.1,HIGH,Known,0.9,0.9,0.9,High
CVE-2021-27877,Veritas,Backup Exec Agent,CWE-287,Improper Authentication,2023-04-07,2023-04-28,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2021-27878,Veritas,Backup Exec Agent,CWE-287,Improper Authentication,2023-04-07,2023-04-28,NETWORK,High,LOW,8.8,HIGH,Known,0.9,0.9,0.9,High
CVE-2019-1388,Microsoft,Windows,CWE-269,Improper Privilege Management,2023-04-07,2023-04-28,LOCAL,Medium,LOW,7.8,HIGH,Known,0.6,0.9,0.72,High
CVE-2023-26083,Arm,Mali Graphics Processing Unit (GPU),CWE-401,Missing Release of Memory after Effective Lifetime,2023-04-07,2023-04-28,LOCAL,Medium,LOW,3.3,LOW,Unknown,0.6,0.9,0.72,High
CVE-2022-27926,Zimbra,Collaboration (ZCS),"CWE-79, CWE-138",,2023-04-03,2023-04-24,NETWORK,,LOW,6.1,MEDIUM,Unknown,0.1,0.9,0.42,Medium
CVE-2013-3163,Microsoft,Internet Explorer,CWE-94,Improper Control of Generation of Code ('Code Injection'),2023-03-30,2023-04-20,NETWORK,Medium,LOW,8.8,HIGH,Unknown,0.6,0.9,0.72,High
CVE-2017-7494,Samba,Samba,CWE-94,Improper Control of Generation of Code ('Code Injection'),2023-03-30,2023-04-20,NETWORK,Medium,LOW,9.8,CRITICAL,Known,0.6,0.9,0.72,High
CVE-2022-42948,Fortra,Cobalt Strike,"CWE-79, CWE-116",,2023-03-30,2023-04-20,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2022-39197,Fortra,Cobalt Strike,"CWE-20, CWE-79",,2023-03-30,2023-04-20,NETWORK,,LOW,6.1,MEDIUM,Unknown,0.1,0.9,0.42,Medium
CVE-2021-30900,Apple,"iOS, iPadOS, and macOS","CWE-20, CWE-787",,2023-03-30,2023-04-20,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-38181,Arm,Mali Graphics Processing Unit (GPU),CWE-416,Use After Free,2023-03-30,2023-04-20,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2023-0266,Linux,Kernel,CWE-416,Use After Free,2023-03-30,2023-04-20,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2022-3038,Google,Chromium Network Service,CWE-416,Use After Free,2023-03-30,2023-04-20,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2022-22706,Arm,Mali Graphics Processing Unit (GPU),CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2023-03-30,2023-04-20,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2023-26360,Adobe,ColdFusion,CWE-284,Improper Access Control,2023-03-15,2023-04-05,NETWORK,,LOW,8.6,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2023-23397,Microsoft,Office,CWE-294,Authentication Bypass by Capture-replay,2023-03-14,2023-04-04,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2023-24880,Microsoft,Windows,CWE-863,Incorrect Authorization,2023-03-14,2023-04-04,LOCAL,High,LOW,4.4,MEDIUM,Known,0.9,0.9,0.9,High
CVE-2022-41328,Fortinet,FortiOS,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2023-03-14,2023-04-04,LOCAL,High,LOW,7.1,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-39144,XStream,XStream,"CWE-94, CWE-502",,2023-03-10,2023-03-31,NETWORK,,HIGH,8.5,HIGH,Unknown,0.1,0.3,0.18,Low
CVE-2020-5741,Plex,Media Server,CWE-502,Deserialization of Untrusted Data,2023-03-10,2023-03-31,NETWORK,Medium,LOW,7.2,HIGH,Unknown,0.6,0.9,0.72,High
CVE-2022-28810,Zoho,ManageEngine,"CWE-78, CWE-259",,2023-03-07,2023-03-28,NETWORK,,LOW,6.8,MEDIUM,Unknown,0.1,0.9,0.42,Medium
CVE-2022-33891,Apache,Spark,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2023-03-07,2023-03-28,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2022-35914,Teclib,GLPI,CWE-74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2023-03-07,2023-03-28,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2022-36537,ZK Framework,AuUploader,CWE-441,Unintended Proxy or Intermediary ('Confused Deputy'),2023-02-27,2023-03-20,NETWORK,,LOW,7.5,HIGH,Known,0.1,0.9,0.42,Medium
CVE-2022-47986,IBM,Aspera Faspex,CWE-502,Deserialization of Untrusted Data,2023-02-21,2023-03-14,NETWORK,Medium,LOW,9.8,CRITICAL,Known,0.6,0.9,0.72,High
CVE-2022-41223,Mitel,MiVoice Connect,CWE-94,Improper Control of Generation of Code ('Code Injection'),2023-02-21,2023-03-14,ADJACENT_NETWORK,Medium,LOW,6.8,MEDIUM,Known,0.6,0.9,0.72,High
CVE-2022-40765,Mitel,MiVoice Connect,CWE-77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),2023-02-21,2023-03-14,ADJACENT_NETWORK,High,LOW,6.8,MEDIUM,Known,0.9,0.9,0.9,High
CVE-2022-46169,Cacti,Cacti,CWE-74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2023-02-16,2023-03-09,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2023-21715,Microsoft,Office,CWE-863,Incorrect Authorization,2023-02-14,2023-03-07,LOCAL,High,LOW,7.3,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2023-23376,Microsoft,Windows,CWE-122,Heap-based Buffer Overflow,2023-02-14,2023-03-07,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2023-23529,Apple,Multiple Products,CWE-843,Access of Resource Using Incompatible Type ('Type Confusion'),2023-02-14,2023-03-07,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2023-21823,Microsoft,Windows,CWE-190,Integer Overflow or Wraparound,2023-02-14,2023-03-07,LOCAL,Medium,LOW,7.8,HIGH,Unknown,0.6,0.9,0.72,High
CVE-2015-2291,Intel,Ethernet Diagnostics Driver for Windows,CWE-20,Improper Input Validation,2023-02-10,2023-03-03,LOCAL,High,LOCAL,7.2,HIGH,Unknown,0.9,0.1,0.58,Medium
CVE-2022-24990,TerraMaster,TerraMaster OS,CWE-306,Missing Authentication for Critical Function,2023-02-10,2023-03-03,NETWORK,High,LOW,7.5,HIGH,Known,0.9,0.9,0.9,High
CVE-2023-0669,Fortra,GoAnywhere MFT,CWE-502,Deserialization of Untrusted Data,2023-02-10,2023-03-03,NETWORK,Medium,LOW,7.2,HIGH,Known,0.6,0.9,0.72,High
CVE-2022-21587,Oracle,E-Business Suite,CWE-306,Missing Authentication for Critical Function,2023-02-02,2023-02-23,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2023-22952,SugarCRM,Multiple Products,CWE-20,Improper Input Validation,2023-02-02,2023-02-23,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2017-11357,Telerik,User Interface (UI) for ASP.NET AJAX,CWE-20,Improper Input Validation,2023-01-26,2023-02-16,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2022-47966,Zoho,ManageEngine,,,2023-01-23,2023-02-13,NETWORK,,LOW,9.8,CRITICAL,Known,0.1,0.9,0.42,Medium
CVE-2022-44877,CWP,Control Web Panel,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2023-01-17,2023-02-07,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2022-41080,Microsoft,Exchange Server,,,2023-01-10,2023-01-31,NETWORK,,LOW,8.8,HIGH,Known,0.1,0.9,0.42,Medium
CVE-2023-21674,Microsoft,Windows,CWE-416,Use After Free,2023-01-10,2023-01-31,LOCAL,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2018-5430,TIBCO,JasperReports,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2022-12-29,2023-01-19,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2018-18809,TIBCO,JasperReports,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2022-12-29,2023-01-19,NETWORK,High,LOW,6.5,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2022-42856,Apple,iOS,CWE-843,Access of Resource Using Incompatible Type ('Type Confusion'),2022-12-14,2023-01-04,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-42475,Fortinet,FortiOS,CWE-197,Numeric Truncation Error,2022-12-13,2023-01-03,NETWORK,Low,LOW,9.8,CRITICAL,Unknown,0.3,0.9,0.54,Medium
CVE-2022-44698,Microsoft,Defender,CWE-755,Improper Handling of Exceptional Conditions,2022-12-13,2023-01-03,NETWORK,Medium,LOW,5.4,MEDIUM,Known,0.6,0.9,0.72,High
CVE-2022-27518,Citrix,Application Delivery Controller (ADC) and Gateway,CWE-664,Improper Control of a Resource Through its Lifetime,2022-12-13,2023-01-03,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2022-26500,Veeam,Backup & Replication,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2022-12-13,2023-01-03,NETWORK,High,LOW,8.8,HIGH,Known,0.9,0.9,0.9,High
CVE-2022-26501,Veeam,Backup & Replication,CWE-306,Missing Authentication for Critical Function,2022-12-13,2023-01-03,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2022-4262,Google,Chromium V8,"CWE-122, CWE-843",,2022-12-05,2022-12-26,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2021-35587,Oracle,Fusion Middleware,"CWE-502, CWE-790",,2022-11-28,2022-12-19,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2022-4135,Google,Chromium GPU,CWE-787,Out-of-bounds Write,2022-11-28,2022-12-19,NETWORK,High,LOW,9.6,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2022-41049,Microsoft,Windows,CWE-274,Improper Handling of Insufficient Privileges,2022-11-14,2022-12-09,NETWORK,,LOW,5.4,MEDIUM,Unknown,0.1,0.9,0.42,Medium
CVE-2022-41091,Microsoft,Windows,CWE-863,Incorrect Authorization,2022-11-08,2022-12-09,NETWORK,High,LOW,5.4,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2022-41073,Microsoft,Windows,CWE-787,Out-of-bounds Write,2022-11-08,2022-12-09,LOCAL,High,LOW,7.8,HIGH,Known,0.9,0.9,0.9,High
CVE-2022-41125,Microsoft,Windows,CWE-787,Out-of-bounds Write,2022-11-08,2022-12-09,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2022-41128,Microsoft,Windows,CWE-787,Out-of-bounds Write,2022-11-08,2022-12-09,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-25337,Samsung,Mobile Devices,CWE-269,Improper Privilege Management,2022-11-08,2022-11-29,LOCAL,Medium,LOW,7.1,HIGH,Unknown,0.6,0.9,0.72,High
CVE-2021-25369,Samsung,Mobile Devices,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,2022-11-08,2022-11-29,LOCAL,High,LOW,5.5,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2021-25370,Samsung,Mobile Devices,CWE-416,Use After Free,2022-11-08,2022-11-29,LOCAL,High,LOW,4.4,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2022-3723,Google,Chromium V8,"CWE-122, CWE-843",,2022-10-28,2022-11-18,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-42827,Apple,iOS and iPadOS,"CWE-20, CWE-787",,2022-10-25,2022-11-15,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2020-3433,Cisco,AnyConnect Secure,CWE-427,Uncontrolled Search Path Element,2022-10-24,2022-11-14,LOCAL,,LOW,7.8,HIGH,Known,0.1,0.9,0.42,Medium
CVE-2020-3153,Cisco,AnyConnect Secure,CWE-427,Uncontrolled Search Path Element,2022-10-24,2022-11-14,LOCAL,,LOW,6.5,MEDIUM,Known,0.1,0.9,0.42,Medium
CVE-2018-19323,GIGABYTE,Multiple Products,,,2022-10-24,2022-11-14,NETWORK,,LOW,9.8,CRITICAL,Known,0.1,0.9,0.42,Medium
CVE-2018-19322,GIGABYTE,Multiple Products,CWE-749,Exposed Dangerous Method or Function,2022-10-24,2022-11-14,LOCAL,Low,LOW,7.8,HIGH,Known,0.3,0.9,0.54,Medium
CVE-2018-19321,GIGABYTE,Multiple Products,,,2022-10-24,2022-11-14,LOCAL,,LOW,7.8,HIGH,Known,0.1,0.9,0.42,Medium
CVE-2018-19320,GIGABYTE,Multiple Products,,,2022-10-24,2022-11-14,LOCAL,,LOW,7.8,HIGH,Known,0.1,0.9,0.42,Medium
CVE-2022-41352,Zimbra,Collaboration (ZCS),CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2022-10-20,2022-11-10,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2021-3493,Linux,Kernel,CWE-862,Missing Authorization,2022-10-20,2022-11-10,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2022-40684,Fortinet,Multiple Products,CWE-288,Authentication Bypass Using an Alternate Path or Channel,2022-10-11,2022-11-01,NETWORK,,LOW,9.8,CRITICAL,Known,0.1,0.9,0.42,Medium
CVE-2022-41033,Microsoft,Windows COM+ Event System Service,CWE-843,Access of Resource Using Incompatible Type ('Type Confusion'),2022-10-11,2022-11-01,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-41082,Microsoft,Exchange Server,CWE-502,Deserialization of Untrusted Data,2022-09-30,2022-10-21,ADJACENT_NETWORK,Medium,LOW,8.0,HIGH,Known,0.6,0.9,0.72,High
CVE-2022-41040,Microsoft,Exchange Server,CWE-918,Server-Side Request Forgery (SSRF),2022-09-30,2022-10-21,NETWORK,,LOW,8.8,HIGH,Known,0.1,0.9,0.42,Medium
CVE-2022-36804,Atlassian,Bitbucket Server and Data Center,"CWE-78, CWE-88, CWE-158",,2022-09-30,2022-10-21,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-3236,Sophos,Firewall,CWE-94,Improper Control of Generation of Code ('Code Injection'),2022-09-23,2022-10-14,NETWORK,Medium,LOW,9.8,CRITICAL,Unknown,0.6,0.9,0.72,High
CVE-2022-35405,Zoho,ManageEngine,CWE-502,Deserialization of Untrusted Data,2022-09-22,2022-10-13,NETWORK,Medium,LOW,9.8,CRITICAL,Unknown,0.6,0.9,0.72,High
CVE-2022-40139,Trend Micro,Apex One and Apex One as a Service,"CWE-353, CWE-641",,2022-09-15,2022-10-06,NETWORK,,LOW,7.2,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2013-6282,Linux,Kernel,CWE-20,Improper Input Validation,2022-09-15,2022-10-06,LOCAL,High,LOCAL,7.2,HIGH,Unknown,0.9,0.1,0.58,Medium
CVE-2013-2597,Code Aurora,ACDB Audio Driver,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-09-15,2022-10-06,LOCAL,High,LOCAL,7.2,HIGH,Unknown,0.9,0.1,0.58,Medium
CVE-2013-2596,Linux,Kernel,CWE-189,,2022-09-15,2022-10-06,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2013-2094,Linux,Kernel,CWE-189,,2022-09-15,2022-10-06,LOCAL,,LOCAL,7.2,HIGH,Unknown,0.1,0.1,0.1,Low
CVE-2010-2568,Microsoft,Windows,CWE-20,Improper Input Validation,2022-09-15,2022-10-06,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2022-37969,Microsoft,Windows,"CWE-20, CWE-787",,2022-09-14,2022-10-05,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-32917,Apple,"iOS, iPadOS, and macOS","CWE-20, CWE-787",,2022-09-14,2022-10-05,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-3075,Google,Chromium Mojo,CWE-20,Improper Input Validation,2022-09-08,2022-09-29,NETWORK,High,LOW,9.6,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2022-27593,QNAP,Photo Station,CWE-610,Externally Controlled Reference to a Resource in Another Sphere,2022-09-08,2022-09-29,NETWORK,,LOW,9.1,CRITICAL,Known,0.1,0.9,0.42,Medium
CVE-2022-26258,D-Link,DIR-820L,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-09-08,2022-09-29,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2020-9934,Apple,"iOS, iPadOS, and macOS",,,2022-09-08,2022-09-29,LOCAL,,LOW,5.5,MEDIUM,Unknown,0.1,0.9,0.42,Medium
CVE-2018-7445,MikroTik,RouterOS,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-09-08,2022-09-29,NETWORK,High,NETWORK,10.0,HIGH,Unknown,0.9,0.1,0.58,Medium
CVE-2018-6530,D-Link,Multiple Routers,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-09-08,2022-09-29,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2018-2628,Oracle,WebLogic Server,CWE-502,Deserialization of Untrusted Data,2022-09-08,2022-09-29,NETWORK,Medium,LOW,9.8,CRITICAL,Unknown,0.6,0.9,0.72,High
CVE-2018-13374,Fortinet,FortiOS and FortiADC,CWE-732,Incorrect Permission Assignment for Critical Resource,2022-09-08,2022-09-29,NETWORK,High,LOW,4.3,MEDIUM,Known,0.9,0.9,0.9,High
CVE-2017-5521,NETGEAR,Multiple Devices,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,2022-09-08,2022-09-29,NETWORK,High,HIGH,8.1,HIGH,Unknown,0.9,0.3,0.66,Medium
CVE-2011-4723,D-Link,DIR-300 Router,CWE-310,,2022-09-08,2022-09-29,NETWORK,,NETWORK,6.8,MEDIUM,Unknown,0.1,0.1,0.1,Low
CVE-2011-1823,Android,Android OS,CWE-189,,2022-09-08,2022-09-29,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-26352,dotCMS,dotCMS,"CWE-22, CWE-138",,2022-08-25,2022-09-15,NETWORK,,LOW,9.8,CRITICAL,Known,0.1,0.9,0.42,Medium
CVE-2022-24706,Apache,CouchDB,CWE-1188,Initialization of a Resource with an Insecure Default,2022-08-25,2022-09-15,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2022-24112,Apache,APISIX,CWE-290,Authentication Bypass by Spoofing,2022-08-25,2022-09-15,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2022-22963,VMware Tanzu,Spring Cloud,CWE-94,Improper Control of Generation of Code ('Code Injection'),2022-08-25,2022-09-15,NETWORK,Medium,LOW,9.8,CRITICAL,Unknown,0.6,0.9,0.72,High
CVE-2022-2294,WebRTC,WebRTC,CWE-122,Heap-based Buffer Overflow,2022-08-25,2022-09-15,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-39226,Grafana Labs,Grafana,CWE-287,Improper Authentication,2022-08-25,2022-09-15,NETWORK,High,LOW,7.3,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-38406,Delta Electronics,DOPSoft 2,CWE-787,Out-of-bounds Write,2022-08-25,2022-09-15,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-31010,Apple,"iOS, macOS, watchOS","CWE-20, CWE-502",,2022-08-25,2022-09-15,NETWORK,,LOW,7.5,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2020-36193,PEAR,Archive_Tar,"CWE-22, CWE-59",,2022-08-25,2022-09-15,NETWORK,,LOW,7.5,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2020-28949,PEAR,Archive_Tar,CWE-74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2022-08-25,2022-09-15,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2022-0028,Palo Alto Networks,PAN-OS,CWE-940,Improper Verification of Source of a Communication Channel,2022-08-22,2022-09-12,NETWORK,,LOW,8.6,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-22536,SAP,Multiple Products,CWE-444,Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),2022-08-18,2022-09-08,NETWORK,,LOW,10.0,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2022-32894,Apple,iOS and macOS,"CWE-20, CWE-787",,2022-08-18,2022-09-08,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-32893,Apple,iOS and macOS,"CWE-20, CWE-787",,2022-08-18,2022-09-08,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-2856,Google,Chromium Intents,CWE-20,Improper Input Validation,2022-08-18,2022-09-08,NETWORK,High,LOW,6.5,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2022-26923,Microsoft,Active Directory,CWE-295,Improper Certificate Validation,2022-08-18,2022-09-08,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-21971,Microsoft,Windows,CWE-824,Access of Uninitialized Pointer,2022-08-18,2022-09-08,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2017-15944,Palo Alto Networks,PAN-OS,,,2022-08-18,2022-09-08,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2022-27925,Zimbra,Collaboration (ZCS),CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2022-08-11,2022-09-01,NETWORK,High,LOW,7.2,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2022-37042,Zimbra,Collaboration (ZCS),CWE-23,Relative Path Traversal,2022-08-11,2022-09-01,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2022-34713,Microsoft,Windows,,,2022-08-09,2022-08-30,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-30333,RARLAB,UnRAR,"CWE-22, CWE-59",,2022-08-09,2022-08-30,NETWORK,,LOW,7.5,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-27924,Zimbra,Collaboration (ZCS),CWE-93,Improper Neutralization of CRLF Sequences ('CRLF Injection'),2022-08-04,2022-08-25,NETWORK,,LOW,7.5,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-26138,Atlassian,Confluence,CWE-798,Use of Hard-coded Credentials,2022-07-29,2022-08-19,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2022-22047,Microsoft,Windows,CWE-426,Untrusted Search Path,2022-07-12,2022-08-02,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2022-26925,Microsoft,Windows,CWE-306,Missing Authentication for Critical Function,2022-07-01,2022-07-22,NETWORK,High,HIGH,5.9,MEDIUM,Unknown,0.9,0.3,0.66,Medium
CVE-2022-29499,Mitel,MiVoice Connect,CWE-20,Improper Input Validation,2022-06-27,2022-07-18,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2021-30533,Google,Chromium PopupBlocker,CWE-863,Incorrect Authorization,2022-06-27,2022-07-18,NETWORK,High,LOW,6.5,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2021-4034,Red Hat,Polkit,CWE-787,Out-of-bounds Write,2022-06-27,2022-07-18,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-30983,Apple,iOS and iPadOS,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-06-27,2022-07-18,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-3837,Apple,Multiple Products,CWE-787,Out-of-bounds Write,2022-06-27,2022-07-18,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-9907,Apple,Multiple Products,CWE-787,Out-of-bounds Write,2022-06-27,2022-07-18,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2019-8605,Apple,Multiple Products,CWE-416,Use After Free,2022-06-27,2022-07-18,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2018-4344,Apple,Multiple Products,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-06-27,2022-07-18,NETWORK,High,NETWORK,9.3,HIGH,Unknown,0.9,0.1,0.58,Medium
